Temp,Cp,Density,Viscosity,Kinematic Viscosity,Thermal Conductivity,Enthalpy
600,1.0203722944,1618.8888888889,0.0028022145,1.72813519751356E-06,0.4291981354,229705.597402555
601,1.0199242987,1618.3102222222,0.0027977588,0.000001726,0.4289982201,230725.804213378
602,1.0194763117,1617.7315555556,0.0027933206,1.72382640662306E-06,0.4287997268,231745.562645845
603,1.0190283333,1617.1528888889,0.0027888998,1.72168604466665E-06,0.4286026529,232764.872699958
604,1.0185803636,1616.5742222222,0.0027844963,1.71955496745641E-06,0.428406996,233783.734375716
605,1.0181324026,1615.9955555556,0.00278011,1.71743312233907E-06,0.4282127535,234802.147673118
606,1.0176844502,1615.4168888889,0.0027757408,1.71532045708646E-06,0.4280199229,235820.112592166
607,1.0172365065,1614.8382222222,0.0027713884,1.71321691989568E-06,0.4278285018,236837.629132858
608,1.0167885714,1614.2595555556,0.002767053,1.71112245938893E-06,0.4276384875,237854.697295196
609,1.016340645,1613.6808888889,0.0027627343,0.000001709,0.4274498777,238871.317079179
610,1.0158927273,1613.1022222222,0.0027584322,0.000001707,0.4272626698,239887.488484806
611,1.0154448182,1612.5235555556,0.0027541466,1.7048930305726E-06,0.4270768613,240903.211512079
612,1.0149969177,1611.9448888889,0.0027498774,1.70283437152765E-06,0.4268924496,241918.486160997
613,1.014549026,1611.3662222222,0.0027456245,1.70078453865547E-06,0.4267094324,242933.31243156
614,1.0141011429,1610.7875555556,0.0027413879,1.6987434831293E-06,0.4265278071,243947.690323768
615,1.0136532684,1610.2088888889,0.0027371673,1.69671115654761E-06,0.4263475712,244961.61983762
616,1.0132054026,1609.6302222222,0.0027329628,1.69468751093399E-06,0.4261687223,245975.100973118
617,1.0127575455,1609.0515555556,0.0027287741,1.69267249873727E-06,0.4259912579,246988.133730261
618,1.012309697,1608.4728888889,0.0027246012,1.6906660728314E-06,0.4258151755,248000.718109049
619,1.0118618571,1607.8942222222,0.002720444,1.68866818651553E-06,0.4256404728,249012.854109482
620,1.011414026,1607.3155555556,0.0027163024,1.68667879351398E-06,0.4254671471,250024.54173156
621,1.0109662035,1606.7368888889,0.0027121762,1.68469784797624E-06,0.4252951962,251035.780975283
622,1.0105183896,1606.1582222222,0.0027080655,1.68272530447697E-06,0.4251246176,252046.571840651
623,1.0100705844,1605.5795555556,0.0027039701,1.68076111801604E-06,0.4249554089,253056.914327664
624,1.0096227879,1605.0008888889,0.0026998898,1.67880524401844E-06,0.4247875677,254066.808436322
625,1.009175,1604.4222222222,0.0026958247,1.67685763833439E-06,0.4246210916,255076.254166626
626,1.0087272208,1603.8435555556,0.0026917745,1.67491825723921E-06,0.4244559783,256085.251518574
627,1.0082794502,1603.2648888889,0.0026877392,0.000001673,0.4242922254,257093.800492167
628,1.0078316883,1602.6862222222,0.0026837188,1.67106399604292E-06,0.4241298306,258101.901087405
629,1.0073839351,1602.1075555556,0.0026797131,1.66914903061839E-06,0.4239687915,259109.553304288
630,1.0069361905,1601.5288888889,0.002675722,1.66724211913601E-06,0.423809106,260116.757142817
631,1.0064884545,1600.9502222222,0.0026717454,1.66534321999696E-06,0.4236507716,261123.51260299
632,1.0060407273,1600.3715555556,0.0026677833,1.6634522920277E-06,0.4234937861,262129.819684808
633,1.0055930087,1599.7928888889,0.0026638355,1.6615692944798E-06,0.4233381473,263135.678388272
634,1.0051452987,1599.2142222222,0.002659902,1.65969418703002E-06,0.423183853,264141.08871338
635,1.0046975974,1598.6355555556,0.0026559826,1.65782692978032E-06,0.4230309009,265146.050660133
636,1.0042499048,1598.0568888889,0.0026520774,0.000001656,0.4228792889,266150.564228532
637,1.0038022208,1597.4782222222,0.0026481861,1.65411580841477E-06,0.4227290149,267154.629418575
638,1.0033545455,1596.8995555556,0.0026443087,1.65227186662866E-06,0.4225800766,268158.246230264
639,1.0029068788,1596.3208888889,0.0026404452,1.65043561970211E-06,0.422432472,269161.414663597
640,1.0024592208,1595.7422222222,0.0026365954,1.64860702986298E-06,0.422286199,270164.134718576
641,1.0020115714,1595.1635555556,0.0026327592,1.64678605976421E-06,0.4221412555,271166.406395199
642,1.0015639307,1594.5848888889,0.0026289366,0.000001645,0.4219976395,272168.229693468
643,1.0011162987,1594.0062222222,0.0026251275,1.64316683152566E-06,0.421855349,273169.604613381
644,1.0006686753,1593.4275555556,0.0026213318,1.6413685008177E-06,0.421714382,274170.53115494
645,1.0002210606,1592.8488888889,0.0026175494,1.63957764471385E-06,0.4215747366,275171.009318144
646,0.9997734545,1592.2702222222,0.0026137803,1.63779422799293E-06,0.4214364108,276171.039102993
647,0.9993258571,1591.6915555556,0.0026100243,0.000001636,0.4212994028,277170.620509486
648,0.9988782684,1591.1128888889,0.0026062814,1.63424957394123E-06,0.4211637106,278169.753537625
649,0.9984306883,1590.5342222222,0.0026025515,1.63248826829406E-06,0.4210293325,279168.438187409
650,0.9979831169,1589.9555555556,0.0025988345,1.63073426539704E-06,0.4208962667,280166.674458837
651,0.9975355541,1589.3768888889,0.0025951304,0.000001629,0.4207645114,281164.462351911
652,0.997088,1588.7982222222,0.002591439,1.62724803589751E-06,0.4206340648,282161.80186663
653,0.9966404545,1588.2195555556,0.0025877603,1.62551574438E-06,0.4205049253,283158.693002994
654,0.9961929177,1587.6408888889,0.0025840942,1.62379062578262E-06,0.4203770912,284155.135761003
655,0.9957453896,1587.0622222222,0.0025804407,1.62207264871084E-06,0.4202505609,285151.130140657
656,0.9952978701,1586.4835555556,0.0025767996,1.6203617821952E-06,0.4201253328,286146.676141956
657,0.9948503593,1585.9048888889,0.002573171,1.61865799569155E-06,0.4200014053,287141.7737649
658,0.9944028571,1585.3262222222,0.0025695547,0.000001617,0.4198787769,288136.423009489
659,0.9939553636,1584.7475555556,0.0025659506,1.61527154266911E-06,0.4197574462,289130.623875723
660,0.9935078788,1584.1688888889,0.0025623587,1.61358881718778E-06,0.4196374116,290124.376363602
661,0.9930604026,1583.5902222222,0.0025587789,1.6119130537933E-06,0.4195186719,291117.680473126
662,0.9926129351,1583.0115555556,0.0025552112,1.61024422406734E-06,0.4194012257,292110.536204295
663,0.9921654762,1582.4328888889,0.0025516554,1.60858230001671E-06,0.4192850716,293102.943557109
664,0.991718026,1581.8542222222,0.0025481116,1.60692725407339E-06,0.4191702084,294094.902531568
665,0.9912705844,1581.2755555556,0.0025445795,1.60527905909463E-06,0.4190566348,295086.413127673
666,0.9908231515,1580.6968888889,0.0025410593,1.60363768836275E-06,0.4189443497,296077.475345422
667,0.9903757273,1580.1182222222,0.0025375508,0.000001602,0.4188333519,297068.089184816
668,0.9899283117,1579.5395555556,0.0025340539,1.60037531489495E-06,0.4187236404,298058.254645855
669,0.9894809048,1578.9608888889,0.0025305686,1.59875426084961E-06,0.418615214,299047.97172854
670,0.9890335065,1578.3822222222,0.0025270948,1.59713992843233E-06,0.4185080718,300037.240432869
671,0.9885861169,1577.8035555556,0.0025236325,1.59553229305135E-06,0.4184022129,301026.060758843
672,0.9881387359,1577.2248888889,0.0025201816,1.59393133054006E-06,0.4182976362,302014.432706463
673,0.9876913636,1576.6462222222,0.002516742,1.59233701715707E-06,0.4181943411,303002.356275727
674,0.987244,1576.0675555556,0.0025133137,1.59074932958608E-06,0.4180923266,303989.831466637
675,0.986796645,1575.4888888889,0.0025098966,1.58916824493608E-06,0.417991592,304976.858279191
676,0.9863492987,1574.9102222222,0.0025064907,1.58759374074113E-06,0.4178921366,305963.436713391
677,0.985901961,1574.3315555556,0.0025030958,0.000001586,0.4177939598,306949.566769235
678,0.985454632,1573.7528888889,0.0024997121,1.58446438597876E-06,0.4176970609,307935.248446724
679,0.9850073117,1573.1742222222,0.0024963392,1.58290949260537E-06,0.4176014394,308920.481745859
680,0.98456,1572.5955555556,0.0024929774,1.58136109407524E-06,0.4175070948,309905.266666639
681,0.984112697,1572.0168888889,0.0024896264,1.57981917004832E-06,0.4174140267,310889.603209064
682,0.9836654026,1571.4382222222,0.0024862862,1.57828370060978E-06,0.4173222347,311873.491373133
683,0.9832181169,1570.8595555556,0.0024829568,1.57675466626992E-06,0.4172317185,312856.931158848
684,0.9827708398,1570.2808888889,0.0024796381,1.57523204796426E-06,0.4171424778,313839.922566207
685,0.9823235714,1569.7022222222,0.0024763301,1.57371582705346E-06,0.4170545124,314822.465595212
686,0.9818763117,1569.1235555556,0.0024730326,1.5722059853234E-06,0.4169678221,315804.560245862
687,0.9814290606,1568.5448888889,0.0024697458,1.57070250498511E-06,0.4168824069,316786.206518157
688,0.9809818182,1567.9662222222,0.0024664694,1.56920536867474E-06,0.4167982667,317767.404412097
689,0.9805345844,1567.3875555556,0.0024632036,1.56771455945371E-06,0.4167154015,318748.153927681
690,0.9800873593,1566.8088888889,0.0024599481,1.56623006080856E-06,0.4166338115,319728.455064911
691,0.9796401429,1566.2302222222,0.002456703,1.56475185665101E-06,0.4165534968,320708.307823786
692,0.9791929351,1565.6515555556,0.0024534683,1.563279931318E-06,0.4164744576,321687.712204306
693,0.9787457359,1565.0728888889,0.0024502438,1.56181426957158E-06,0.4163966942,322666.668206471
694,0.9782985455,1564.4942222222,0.0024470295,1.56035485659896E-06,0.416320207,323645.175830281
695,0.9778513636,1563.9155555556,0.0024438255,1.55890167801259E-06,0.4162449963,324623.235075736
696,0.9774041905,1563.3368888889,0.0024406316,1.5574547198501E-06,0.4161710626,325600.845942836
697,0.976957026,1562.7582222222,0.0024374477,0.000001556,0.4160984065,326578.008431581
698,0.9765098701,1562.1795555556,0.002434274,1.55457941107298E-06,0.4160270286,327554.722541971
699,0.9760627229,1561.6008888889,0.0024311102,1.55315103465939E-06,0.4159569295,328530.988274006
700,0.9756155844,1561.0222222222,0.0024279565,1.55172882707182E-06,0.4158881101,329506.805627686
701,0.9751684545,1560.4435555556,0.0024248127,1.55031277647371E-06,0.415820571,330482.174603011
702,0.9747213333,1559.8648888889,0.0024216787,1.54890287145375E-06,0.4157543133,331457.095199982
703,0.9742742208,1559.2862222222,0.0024185547,1.54749910102574E-06,0.4156893379,332431.567418597
704,0.9738271169,1558.7075555556,0.0024154405,1.54610145462868E-06,0.4156256458,333405.591258857
705,0.9733800216,1558.1288888889,0.002412336,1.54470992212672E-06,0.415563238,334379.166720762
706,0.9729329351,1557.5502222222,0.0024092413,1.54332449380921E-06,0.4155021159,335352.293804313
707,0.9724858571,1556.9715555556,0.0024061563,1.54194516039072E-06,0.4154422806,336324.972509508
708,0.9720387879,1556.3928888889,0.002403081,1.54057191301091E-06,0.4153837335,337297.202836348
709,0.9715917273,1555.8142222222,0.0024000154,1.53920474323464E-06,0.415326476,338268.984784834
710,0.9711446753,1555.2355555556,0.0023969593,1.53784364305199E-06,0.4152705095,339240.318354964
711,0.970697632,1554.6568888889,0.0023939129,1.53648860487813E-06,0.4152158356,340211.20354674
712,0.9702505974,1554.0782222222,0.002390876,1.53513962155353E-06,0.415162456,341181.64036016
713,0.9698035714,1553.4995555556,0.0023878486,1.53379668634368E-06,0.4151103723,342151.628795226
714,0.9693565541,1552.9208888889,0.0023848307,1.53245979293939E-06,0.4150595863,343121.168851936
715,0.9689095455,1552.3422222222,0.0023818223,1.53112893545655E-06,0.4150101,344090.260530291
716,0.9684625455,1551.7635555556,0.0023788233,1.52980410843624E-06,0.4149619152,345058.903830292
717,0.9680155541,1551.1848888889,0.0023758337,1.52848530684476E-06,0.4149150341,346027.098751938
718,0.9675685714,1550.6062222222,0.0023728535,1.52717252607355E-06,0.4148694587,346994.845295228
719,0.9671215974,1550.0275555556,0.0023698826,1.5258657619392E-06,0.4148251912,347962.143460164
720,0.966674632,1549.4488888889,0.0023669211,1.52456501068355E-06,0.4147822338,348928.993246745
721,0.9662276753,1548.8702222222,0.0023639688,1.5232702689735E-06,0.4147405891,349895.39465497
722,0.9657807273,1548.2915555556,0.0023610258,0.000001522,0.4147002594,350861.347684841
723,0.9653337879,1547.7128888889,0.0023580921,1.52069880298414E-06,0.4146612473,351826.852336357
724,0.9648868571,1547.1342222222,0.0023551677,1.51942207416458E-06,0.4146235553,352791.908609517
725,0.9644399351,1546.5555555556,0.0023522524,1.51815134581031E-06,0.4145871863,353756.516504323
726,0.9639930216,1545.9768888889,0.0023493463,1.51688661671411E-06,0.4145521429,354720.676020774
727,0.9635461169,1545.3982222222,0.0023464494,1.51562788609408E-06,0.4145184282,355684.38715887
728,0.9630992208,1544.8195555556,0.0023435616,1.51437515359332E-06,0.414486045,356647.649918611
729,0.9626523333,1544.2408888889,0.002340683,1.51312841928027E-06,0.4144549965,357610.464299997
730,0.9622054545,1543.6622222222,0.0023378135,1.51188768364844E-06,0.4144252858,358572.830303028
731,0.9617585844,1543.0835555556,0.0023349531,1.51065294761651E-06,0.4143969162,359534.747927704
732,0.9613117229,1542.5048888889,0.0023321017,1.50942421252843E-06,0.4143698909,360496.217174025
733,0.9608648701,1541.9262222222,0.0023292594,1.50820148015325E-06,0.4143442136,361457.238041991
734,0.960418026,1541.3475555556,0.0023264262,0.000001507,0.4143198876,362417.810531602
735,0.9599711905,1540.7688888889,0.002323602,1.50577403274369E-06,0.4142969166,363377.934642858
736,0.9595243636,1540.1902222222,0.0023207868,1.50456932337329E-06,0.4142753043,364337.610375759
737,0.9590775455,1539.6115555556,0.0023179806,1.50337062804383E-06,0.4142550547,365296.837730305
738,0.9586307359,1539.0328888889,0.0023151834,1.50217795065019E-06,0.4142361715,366255.616706496
739,0.9581839351,1538.4542222222,0.0023123952,0.000001501,0.4142186587,367213.947304332
740,0.9577371429,1537.8755555556,0.002309616,1.49981066737607E-06,0.4142025206,368171.829523813
741,0.9572903593,1537.2968888889,0.0023068457,1.49863607141133E-06,0.4141877614,369129.26336494
742,0.9568435844,1536.7182222222,0.0023040844,1.49746751321392E-06,0.4141743852,370086.248827711
743,0.9563968182,1536.1395555556,0.0023013321,1.49630499880469E-06,0.4141623966,371042.785912127
744,0.9559500606,1535.5608888889,0.0022985886,1.49514853462961E-06,0.4141518001,371998.874618189
745,0.9555033117,1534.9822222222,0.0022958541,0.000001494,0.4141426002,372954.514945895
746,0.9550565714,1534.4035555556,0.0022931286,1.49285378489166E-06,0.4141348017,373909.706895246
747,0.9546098398,1533.8248888889,0.0022904119,1.49171551434665E-06,0.4141284095,374864.450466243
748,0.9541631169,1533.2462222222,0.0022877042,1.49058332407153E-06,0.4141234284,375818.745658884
749,0.9537164026,1532.6675555556,0.0022850054,1.48945722263806E-06,0.4141198636,376772.59247317
750,0.953269697,1532.0888888889,0.0022823155,1.48833721904336E-06,0.41411772,377725.990909102
751,0.952823,1531.5102222222,0.0022796345,1.48722332270958E-06,0.414117003,378678.940966679
752,0.9523763117,1530.9315555556,0.0022769624,1.48611554348416E-06,0.414117718,379631.4426459
753,0.951929632,1530.3528888889,0.0022742992,0.000001485,0.4141198704,380583.495946767
754,0.951482961,1529.7742222222,0.0022716449,1.48391837787371E-06,0.4141234657,381535.100869278
755,0.9510362987,1529.1955555556,0.0022689995,1.48282901330933E-06,0.4141285096,382486.257413435
756,0.950589645,1528.6168888889,0.002266363,1.48174580949458E-06,0.4141350081,383436.965579236
757,0.950143,1528.0382222222,0.0022637354,1.48066877840272E-06,0.4141429668,384387.225366683
758,0.9496963636,1527.4595555556,0.0022611168,1.4795979324322E-06,0.4141523919,385337.036775775
759,0.9492497359,1526.8808888889,0.002258507,1.47853328440659E-06,0.4141632895,386286.399806511
760,0.9488031169,1526.3022222222,0.0022559062,1.47747484757465E-06,0.4141756658,387235.314458893
761,0.9483565065,1525.7235555556,0.0022533143,1.47642263561041E-06,0.4141895272,388183.78073292
762,0.9479099048,1525.1448888889,0.0022507314,1.47537666261297E-06,0.4142048801,389131.798628592
763,0.9474633117,1524.5662222222,0.0022481573,1.47433694310663E-06,0.4142217312,390079.368145909
764,0.9470167273,1523.9875555556,0.0022455923,1.4733034920409E-06,0.4142400871,391026.48928487
765,0.9465701515,1523.4088888889,0.0022430361,1.47227632479037E-06,0.4142599547,391973.162045477
766,0.9461235844,1522.8302222222,0.002240489,1.47125545715495E-06,0.4142813408,392919.386427729
767,0.945677026,1522.2515555556,0.0022379508,1.47024090535962E-06,0.4143042526,393865.162431626
768,0.9452304762,1521.6728888889,0.0022354216,1.46923268605456E-06,0.4143286971,394810.490057168
769,0.9447839351,1521.0942222222,0.0022329014,1.46823081631512E-06,0.4143546818,395755.369304355
770,0.9443374026,1520.5155555556,0.0022303901,1.46723531364179E-06,0.4143822141,396699.800173187
771,0.9438908788,1519.9368888889,0.002227888,1.46624619596037E-06,0.4144113013,397643.782663664
772,0.9434443636,1519.3582222222,0.0022253948,1.46526348162169E-06,0.4144419513,398587.316775786
773,0.9429978571,1518.7795555556,0.0022229107,1.46428718940181E-06,0.4144741718,399530.402509553
774,0.9425513593,1518.2008888889,0.0022204356,1.46331733850194E-06,0.4145079707,400473.039864965
775,0.9421048701,1517.6222222222,0.0022179697,1.46235394854849E-06,0.414543356,401415.228842023
776,0.9416583896,1517.0435555556,0.0022155128,1.46139703959307E-06,0.4145803358,402356.969440725
777,0.9412119177,1516.4648888889,0.002213065,1.46044663211242E-06,0.4146189186,403298.261661072
778,0.9407654545,1515.8862222222,0.0022106264,1.45950274700844E-06,0.4146591126,404239.105503064
779,0.940319,1515.3075555556,0.0022081969,1.45856540560829E-06,0.4147009264,405179.500966701
780,0.9398725541,1514.7288888889,0.0022057766,1.45763462966414E-06,0.4147443687,406119.448051984
781,0.9394261169,1514.1502222222,0.0022033654,1.45671044135359E-06,0.4147894482,407058.946758911
782,0.9389796883,1513.5715555556,0.0022009635,1.45579286327917E-06,0.4148361739,407997.997087483
783,0.9385332684,1512.9928888889,0.0021985708,1.45488191846874E-06,0.4148845548,408936.5990377
784,0.9380868571,1512.4142222222,0.0021961873,0.000001454,0.4149346001,409874.752609563
785,0.9376404545,1511.8355555556,0.0021938132,1.45308002287678E-06,0.4149863192,410812.45780307
786,0.9371940606,1511.2568888889,0.0021914483,1.45218912027673E-06,0.4150397213,411749.714618223
787,0.9367476753,1510.6782222222,0.0021890928,1.45130494730366E-06,0.4150948163,412686.52305502
788,0.9363012987,1510.0995555556,0.0021867466,1.45042752911115E-06,0.4151516137,413622.883113463
789,0.9358549307,1509.5208888889,0.0021844097,1.44955689127808E-06,0.4152101234,414558.79479355
790,0.9354085714,1508.9422222222,0.0021820823,1.44869305980848E-06,0.4152703554,415494.258095283
791,0.9349622208,1508.3635555556,0.0021797643,1.44783606113156E-06,0.4153323197,416429.27301866
792,0.9345158788,1507.7848888889,0.0021774558,0.000001447,0.4153960268,417363.839563683
793,0.9340695455,1507.2062222222,0.0021751568,1.44614266999843E-06,0.4154614869,418297.95773035
794,0.9336232208,1506.6275555556,0.0021728672,1.44530633252648E-06,0.4155287106,419231.627518663
795,0.9331769048,1506.0488888889,0.0021705873,1.44447693781571E-06,0.4155977085,420164.848928621
796,0.9327305974,1505.4702222222,0.0021683169,1.44365451442126E-06,0.4156684915,421097.621960223
797,0.9322842987,1504.8915555556,0.0021660561,1.44283909132339E-06,0.4157410706,422029.946613471
798,0.9318380087,1504.3128888889,0.002163805,0.000001442,0.4158154567,422961.822888364
799,0.9313917273,1503.7342222222,0.0021615635,1.4412293640641E-06,0.4158916612,423893.250784902
800,0.9309454545,1503.1555555556,0.0021593318,1.44043511998906E-06,0.4159696954,424824.230303085
